,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215
29,"(-74.00029, 40.73221)","(-74.00053, 40.73232)","(-74.00053, 40.73232)","(-74.00008, 40.73293)","(-73.99955, 40.73363)","(-73.99955, 40.73363)","(-73.99967, 40.73406)","(-73.9997, 40.73414)","(-73.99971, 40.73419)","(-73.99973, 40.73423)","(-74.0, 40.73468)","(-74.00009, 40.73482)","(-74.00017, 40.73495)","(-74.00038, 40.73531)","(-74.00074, 40.73592)","(-74.00086, 40.7361)","(-74.00111, 40.73651)","(-74.00115, 40.73658)","(-74.00148, 40.73716)","(-74.00179, 40.73767)","(-74.00206, 40.73812)","(-74.00244, 40.73877)","(-74.0028, 40.73937)","(-74.0028, 40.73937)","(-74.00253, 40.73974)","(-74.00224, 40.74015)","(-74.00202, 40.74044)","(-74.00191, 40.74059)","(-74.00156, 40.74107)","(-74.00133, 40.74139)","(-74.00113, 40.74166)","(-74.0007, 40.74225)","(-74.00049, 40.74254)","(-74.00028, 40.74284)","(-73.99984, 40.74342)","(-73.99963, 40.74373)","(-73.99942, 40.74401)","(-73.99898, 40.74463)","(-73.99873, 40.74497)","(-73.99848, 40.7453)","(-73.99801, 40.74595)","(-73.9978, 40.74623)","(-73.99755, 40.74658)","(-73.9971, 40.7472)","(-73.99665, 40.74782)","(-73.9962, 40.74843)","(-73.99575, 40.74905)","(-73.9953, 40.74967)","(-73.99505, 40.75001)","(-73.99485, 40.75028)","(-73.99436, 40.75094)","(-73.99418, 40.7512)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"(-73.98318, 40.75533)","(-73.98362, 40.75552)","(-73.98362, 40.75552)","(-73.98316, 40.75615)","(-73.9827, 40.75677)","(-73.98226, 40.75739)","(-73.98181, 40.75803)","(-73.98136, 40.75865)","(-73.98112, 40.75895)","(-73.98089, 40.75927)","(-73.98082, 40.75936)","(-73.98066, 40.75958)","(-73.98044, 40.75989)","(-73.98021, 40.76021)","(-73.97998, 40.76054)","(-73.97953, 40.76115)","(-73.97907, 40.76178)","(-73.9786, 40.7624)","(-73.97814, 40.76303)","(-73.9777, 40.76365)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"(-73.98318, 40.75533)","(-73.98362, 40.75552)","(-73.98362, 40.75552)","(-73.98316, 40.75615)","(-73.9827, 40.75677)","(-73.98226, 40.75739)","(-73.98181, 40.75803)","(-73.98136, 40.75865)","(-73.98112, 40.75895)","(-73.98089, 40.75927)","(-73.98082, 40.75936)","(-73.98066, 40.75958)","(-73.98044, 40.75989)","(-73.98021, 40.76021)","(-73.97998, 40.76054)","(-73.97953, 40.76115)","(-73.97907, 40.76178)","(-73.9786, 40.7624)","(-73.97814, 40.76303)","(-73.9777, 40.76365)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"(-73.98318, 40.75533)","(-73.98362, 40.75552)","(-73.98362, 40.75552)","(-73.98316, 40.75615)","(-73.9827, 40.75677)","(-73.98226, 40.75739)","(-73.98181, 40.75803)","(-73.98136, 40.75865)","(-73.98112, 40.75895)","(-73.98089, 40.75927)","(-73.98082, 40.75936)","(-73.98066, 40.75958)","(-73.98044, 40.75989)","(-73.98021, 40.76021)","(-73.97998, 40.76054)","(-73.97953, 40.76115)","(-73.97907, 40.76178)","(-73.9786, 40.7624)","(-73.97814, 40.76303)","(-73.9777, 40.76365)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"(-73.9851, 40.76368)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"(-73.98179, 40.76693)","(-73.98184, 40.76665)","(-73.98188, 40.76632)","(-73.98197, 40.76583)","(-73.98202, 40.76558)","(-73.98203, 40.76549)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"(-73.97978, 40.75214)","(-73.97952, 40.75251)","(-73.97939, 40.75265)","(-73.97927, 40.75281)","(-73.97918, 40.75293)","(-73.97908, 40.75312)","(-73.9788, 40.7535)","(-73.97836, 40.75411)","(-73.97812, 40.75443)","(-73.9779, 40.75474)","(-73.97744, 40.75538)","(-73.9772, 40.75571)","(-73.97698, 40.75601)","(-73.97653, 40.75663)","(-73.9763, 40.75694)","(-73.97607, 40.75724)","(-73.97562, 40.75787)","(-73.97539, 40.75822)","(-73.97517, 40.75851)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"(-73.982, 40.76916)","(-73.982, 40.7689)","(-73.982, 40.76864)","(-73.98199, 40.76862)","(-73.98198, 40.76859)","(-73.98197, 40.76857)","(-73.98195, 40.76856)","(-73.98192, 40.76853)","(-73.98189, 40.76852)","(-73.98163, 40.76836)","(-73.98163, 40.76836)","(-73.98167, 40.76837)","(-73.98172, 40.76838)","(-73.98179, 40.76839)","(-73.98185, 40.76839)","(-73.98191, 40.76839)","(-73.98197, 40.76839)","(-73.98201, 40.76838)","(-73.98207, 40.76837)","(-73.98213, 40.76835)","(-73.98218, 40.76833)","(-73.98222, 40.76831)","(-73.98227, 40.76829)","(-73.98228, 40.76827)","(-73.9823, 40.76825)","(-73.98232, 40.76823)","(-73.98233, 40.76821)","(-73.98234, 40.76818)","(-73.98235, 40.76816)","(-73.98236, 40.76814)","(-73.98237, 40.76811)","(-73.98237, 40.76808)","(-73.98237, 40.76807)","(-73.98237, 40.76804)","(-73.98237, 40.76801)","(-73.98236, 40.768)","(-73.98233, 40.76793)","(-73.98232, 40.76788)","(-73.98231, 40.76786)","(-73.9823, 40.76783)","(-73.98228, 40.76781)","(-73.98225, 40.76778)","(-73.98221, 40.76776)","(-73.98217, 40.76775)","(-73.98213, 40.76773)","(-73.98209, 40.76771)","(-73.98205, 40.7677)","(-73.982, 40.7677)","(-73.98196, 40.76769)","(-73.98191, 40.76769)","(-73.98185, 40.76769)","(-73.98174, 40.76759)","(-73.98172, 40.76757)","(-73.98171, 40.76755)","(-73.9817, 40.76753)","(-73.98169, 40.7675)","(-73.98169, 40.76748)","(-73.98169, 40.76745)","(-73.98169, 40.76742)","(-73.98174, 40.76713)","(-73.98179, 40.76693)","(-73.98184, 40.76665)","(-73.98188, 40.76632)","(-73.98197, 40.76583)","(-73.98202, 40.76558)","(-73.98203, 40.76549)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"(-73.97719, 40.76345)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"(-73.9816, 40.7521)","(-73.98022, 40.75153)","(-73.98022, 40.75153)","(-73.97978, 40.75214)","(-73.97952, 40.75251)","(-73.97939, 40.75265)","(-73.97927, 40.75281)","(-73.97918, 40.75293)","(-73.97908, 40.75312)","(-73.9788, 40.7535)","(-73.97836, 40.75411)","(-73.97812, 40.75443)","(-73.9779, 40.75474)","(-73.97744, 40.75538)","(-73.9772, 40.75571)","(-73.97698, 40.75601)","(-73.97653, 40.75663)","(-73.9763, 40.75694)","(-73.97607, 40.75724)","(-73.97562, 40.75787)","(-73.97539, 40.75822)","(-73.97517, 40.75851)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"(-73.98288, 40.75684)","(-73.9827, 40.75677)","(-73.9827, 40.75677)","(-73.98226, 40.75739)","(-73.98181, 40.75803)","(-73.98136, 40.75865)","(-73.98112, 40.75895)","(-73.98089, 40.75927)","(-73.98082, 40.75936)","(-73.98066, 40.75958)","(-73.98044, 40.75989)","(-73.98021, 40.76021)","(-73.97998, 40.76054)","(-73.97953, 40.76115)","(-73.97907, 40.76178)","(-73.9786, 40.7624)","(-73.97814, 40.76303)","(-73.9777, 40.76365)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"(-73.98815, 40.74856)","(-73.98817, 40.74845)","(-73.9882, 40.74831)","(-73.98824, 40.74811)","(-73.98836, 40.74754)","(-73.98836, 40.74754)","(-73.98917, 40.74789)","(-73.99162, 40.74894)","(-73.99201, 40.7491)","(-73.99288, 40.74947)","(-73.99302, 40.74952)","(-73.99391, 40.74989)","(-73.99467, 40.75021)","(-73.99485, 40.75028)","(-73.99485, 40.75028)","(-73.99436, 40.75094)","(-73.99418, 40.7512)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"(-73.97651, 40.75989)","(-73.97628, 40.75979)","(-73.97472, 40.75914)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"(-73.97651, 40.75989)","(-73.97628, 40.75979)","(-73.97472, 40.75914)","(-73.97472, 40.75914)","(-73.97449, 40.75945)","(-73.97427, 40.75976)","(-73.97381, 40.76039)","(-73.97352, 40.76079)","(-73.97335, 40.76102)","(-73.97291, 40.76162)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"(-73.982, 40.76916)","(-73.982, 40.7689)","(-73.982, 40.76864)","(-73.98199, 40.76862)","(-73.98198, 40.76859)","(-73.98197, 40.76857)","(-73.98195, 40.76856)","(-73.98192, 40.76853)","(-73.98189, 40.76852)","(-73.98163, 40.76836)","(-73.98163, 40.76836)","(-73.98167, 40.76837)","(-73.98172, 40.76838)","(-73.98179, 40.76839)","(-73.98185, 40.76839)","(-73.98191, 40.76839)","(-73.98197, 40.76839)","(-73.98201, 40.76838)","(-73.98207, 40.76837)","(-73.98213, 40.76835)","(-73.98218, 40.76833)","(-73.98222, 40.76831)","(-73.98227, 40.76829)","(-73.98228, 40.76827)","(-73.9823, 40.76825)","(-73.98232, 40.76823)","(-73.98233, 40.76821)","(-73.98234, 40.76818)","(-73.98235, 40.76816)","(-73.98236, 40.76814)","(-73.98237, 40.76811)","(-73.98237, 40.76808)","(-73.98237, 40.76807)","(-73.98237, 40.76804)","(-73.98237, 40.76801)","(-73.98236, 40.768)","(-73.98233, 40.76793)","(-73.98232, 40.76788)","(-73.98231, 40.76786)","(-73.9823, 40.76783)","(-73.98228, 40.76781)","(-73.98225, 40.76778)","(-73.98221, 40.76776)","(-73.98217, 40.76775)","(-73.98213, 40.76773)","(-73.98209, 40.76771)","(-73.98205, 40.7677)","(-73.982, 40.7677)","(-73.98196, 40.76769)","(-73.98191, 40.76769)","(-73.98185, 40.76769)","(-73.98174, 40.76759)","(-73.98172, 40.76757)","(-73.98171, 40.76755)","(-73.9817, 40.76753)","(-73.98169, 40.7675)","(-73.98169, 40.76748)","(-73.98169, 40.76745)","(-73.98169, 40.76742)","(-73.98174, 40.76713)","(-73.98179, 40.76693)","(-73.98184, 40.76665)","(-73.98188, 40.76632)","(-73.98197, 40.76583)","(-73.98202, 40.76558)","(-73.98203, 40.76549)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"(-73.9909, 40.75024)","(-73.9911, 40.75033)","(-73.99175, 40.75058)","(-73.992, 40.75069)","(-73.99212, 40.75074)","(-73.99332, 40.75124)","(-73.99344, 40.75129)","(-73.99371, 40.75141)","(-73.99395, 40.75151)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"(-74.00218, 40.73044)","(-74.00199, 40.7305)","(-74.00194, 40.73051)","(-74.00189, 40.73052)","(-74.00185, 40.73053)","(-74.0018, 40.73053)","(-74.00176, 40.73054)","(-74.00173, 40.73054)","(-74.00173, 40.73054)","(-74.00149, 40.73097)","(-74.00143, 40.73107)","(-74.00138, 40.73115)","(-74.00134, 40.73121)","(-74.0013, 40.73126)","(-74.00104, 40.73161)","(-74.00097, 40.73171)","(-74.00091, 40.73179)","(-74.00053, 40.73232)","(-74.00008, 40.73293)","(-73.99955, 40.73363)","(-73.99955, 40.73363)","(-73.99967, 40.73406)","(-73.9997, 40.73414)","(-73.99971, 40.73419)","(-73.99973, 40.73423)","(-74.0, 40.73468)","(-74.00009, 40.73482)","(-74.00017, 40.73495)","(-74.00038, 40.73531)","(-74.00074, 40.73592)","(-74.00086, 40.7361)","(-74.00111, 40.73651)","(-74.00115, 40.73658)","(-74.00148, 40.73716)","(-74.00179, 40.73767)","(-74.00206, 40.73812)","(-74.00244, 40.73877)","(-74.0028, 40.73937)","(-74.0028, 40.73937)","(-74.00253, 40.73974)","(-74.00224, 40.74015)","(-74.00202, 40.74044)","(-74.00191, 40.74059)","(-74.00156, 40.74107)","(-74.00133, 40.74139)","(-74.00113, 40.74166)","(-74.0007, 40.74225)","(-74.00049, 40.74254)","(-74.00028, 40.74284)","(-73.99984, 40.74342)","(-73.99963, 40.74373)","(-73.99942, 40.74401)","(-73.99898, 40.74463)","(-73.99873, 40.74497)","(-73.99848, 40.7453)","(-73.99801, 40.74595)","(-73.9978, 40.74623)","(-73.99755, 40.74658)","(-73.9971, 40.7472)","(-73.99665, 40.74782)","(-73.9962, 40.74843)","(-73.99575, 40.74905)","(-73.9953, 40.74967)","(-73.99505, 40.75001)","(-73.99485, 40.75028)","(-73.99436, 40.75094)","(-73.99418, 40.7512)","(-73.99395, 40.75151)","(-73.99365, 40.75193)","(-73.99356, 40.75205)","(-73.99345, 40.75219)","(-73.99336, 40.75231)","(-73.99304, 40.75276)","(-73.99298, 40.75286)","(-73.99253, 40.75347)","(-73.99208, 40.75409)","(-73.99163, 40.75471)","(-73.99118, 40.75533)","(-73.99072, 40.75595)","(-73.99028, 40.75657)","(-73.98979, 40.75723)","(-73.9893, 40.75791)","(-73.98914, 40.75813)","(-73.98884, 40.75854)","(-73.98838, 40.75916)","(-73.98793, 40.75979)","(-73.98746, 40.76041)","(-73.98702, 40.76104)","(-73.98656, 40.76166)","(-73.98611, 40.76229)","(-73.98565, 40.76292)","(-73.98519, 40.76354)","(-73.98474, 40.76417)","(-73.98429, 40.7648)","(-73.98399, 40.7652)","(-73.98382, 40.76542)","(-73.98337, 40.76605)","(-73.98337, 40.76605)","(-73.98203, 40.76549)","(-73.98171, 40.76534)","(-73.98054, 40.76485)","(-73.97946, 40.7644)","(-73.9777, 40.76365)","(-73.97753, 40.76359)","(-73.97662, 40.76321)","(-73.97479, 40.76244)","(-73.97446, 40.7623)","(-73.97343, 40.76187)","(-73.97289, 40.76164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
