,ZipCode,Population,HouseholdsPerZipCode,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold,Latitude,Longitude,Elevation,State,StateFullName,City,CountyName,CBSAType,CBSAName,MSAName,PMSA_Name,Region,Division,popden,Unnamed: 20,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled,Unnamed: 25,Transport (tCO2e/yr),Housing (tCO2e/yr),Food (tCO2e/yr),Goods (tCO2e/yr),Services (tCO2e/yr),Total (tCO2e/yr)
1573,6390,289,625,2.09,270600,50521,41.25,-72.02,25,NY,New York,FISHERS ISLAND,SUFFOLK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"Nassau-Suffolk, NY PMSA",Northeast,Middle Atlantic,71.3103611981,,7169.39884166,7169.39884166,7169.39884166,12535,,9.85152198002,15.9596856459,6.27,5.54069368791,6.47450476395,44.0964060778
2287,10001,17310,9806,1.72,1000001,40932,40.750133,-73.997006,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,26241.0293881,,4204.52400574,4204.52400574,4204.52400574,4997,,4.90898004812,8.28110163445,5.16,4.81162546974,5.62799663173,28.789703784
2288,10002,84870,32965,2.65,178100,24022,40.715794,-73.988228,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,90244.7038258,,4816.48922421,4816.48922421,4816.48922421,5494,,4.28151886833,8.50019683892,7.95,4.06002492022,4.21277715648,29.0045177839
2289,10003,53673,31154,1.6,1000001,60891,40.731323,-73.990092,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,95393.05893,,4341.87065313,4341.87065313,4341.87065313,4690,,5.56389024067,8.33539526885,4.8,6.04818877447,7.34914904605,32.09662333
2290,10004,1225,779,1.79,181900,101868,40.703871,-74.012185,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,2134.63723365,,4956.38426942,4956.38426942,4956.38426942,8724,,9.63140578842,6.99308360814,5.37,8.78578205914,10.911660852,41.6919323077
2291,10005,884,562,1.64,148200,79517,40.705599,-74.009024,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,12175.1346289,,4558.9371547,4558.9371547,4558.9371547,7022,,7.67995542023,5.75024394152,4.92,7.34584310732,8.97622077145,34.6722632405
2292,10006,1447,978,1.67,187500,81334,40.708135,-74.013363,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,22107.8041924,,4637.10377405,4637.10377405,4637.10377405,7510,,8.05720079451,6.23017604697,5.01,7.4587460536,9.13295667004,35.8890795651
2293,10007,3522,1333,1.91,570000,112947,40.713515,-74.008038,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,19238.7528132,,5369.05950018,5369.05950018,5369.05950018,8795,,10.1364532637,7.95803041479,5.73,9.48169454093,11.8684333156,45.174611535
2294,10009,58595,30199,1.98,198400,40176,40.72632,-73.980106,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,101144.27062,,4606.81906001,4606.81906001,4606.81906001,6253,,5.58202943054,8.31433390215,5.94,4.85609171164,5.57606579082,30.2685208352
2295,10010,26408,16648,1.63,875000,62467,40.73929,-73.984952,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,71341.7368612,,4507.31162519,4507.31162519,4507.31162519,5898,,6.36072259878,7.64885489972,4.89,6.16351358366,7.48762306363,32.5507141458
2296,10011,46669,30277,1.55,1000001,61986,40.739668,-74.000765,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,72847.3513247,,4325.40921411,4325.40921411,4325.40921411,5096,,5.87162338891,8.49892671844,4.65,6.10051180659,7.4413216734,32.5623835873
2297,10012,26000,14625,1.76,987500,58313,40.725284,-73.997725,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,81345.072053,,4478.8120306,4478.8120306,4478.8120306,5282,,5.78092582485,8.29236707495,5.28,5.94011546137,7.13433873583,32.427747097
2298,10013,25042,11230,2.24,708300,38304,40.719938,-74.005012,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,45824.8547044,,4803.06459707,4803.06459707,4803.06459707,4738,,4.50568719504,8.37025194566,6.72,4.82901778628,5.42754900973,29.8525059367
2299,10014,32667,21597,1.55,1000001,66601,40.7347,-74.0059,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,57780.1675726,,4447.89331553,4447.89331553,4447.89331553,5826,,6.50828147067,8.28813948259,4.65,6.39635219362,7.84073396188,33.6835071087
2300,10016,51217,33203,1.56,1000001,66342,40.745257,-73.979114,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,94166.5532876,,4409.72920167,4409.72920167,4409.72920167,5443,,6.25975454434,7.64818758209,4.68,6.38332342349,7.81883757475,32.7901031247
2301,10017,16201,12696,1.47,1000001,69273,40.752193,-73.974223,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,49680.62238,,4075.73141151,4075.73141151,4075.73141151,5281,,6.30263454419,7.64898050697,4.41,6.53904481013,8.06783298371,32.968492845
2302,10018,4255,2299,1.9,294300,48705,40.754996,-73.993461,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,14487.6216807,,4372.75681075,4372.75681075,4372.75681075,5903,,5.74792916053,8.54103242203,5.7,5.35637104891,6.30747207007,31.6528047015
2303,10019,36012,26090,1.59,112500,55869,40.765063,-73.986532,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,48799.3267937,,4265.79819377,4265.79819377,4265.79819377,3506,,4.63408866208,7.91832000986,4.77,5.72268383194,6.91399314815,29.959085652
2304,10021,102078,69449,1.63,1000001,75472,40.767858,-73.961014,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,85619.1700783,,4696.94023573,4696.94023573,4696.94023573,6021,,6.9655540077,8.66294048392,4.89,6.99718730702,8.61316083428,36.1288426329
2305,10022,30642,23000,1.54,427800,80406,40.75831,-73.968041,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,69377.9037648,,4631.52450957,4631.52450957,4631.52450957,5336,,6.77143014894,8.48943473487,4.62,7.27773500116,9.03498979854,36.1935896835
2306,10023,62206,40620,1.61,1000001,72424,40.775201,-73.983,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,86665.524241,,4433.30074021,4433.30074021,4433.30074021,5856,,6.75072247323,8.31839583562,4.83,6.78750127362,8.34729030779,35.0339098903
2307,10024,61414,35838,1.78,1000001,78066,40.786294,-73.977237,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,63033.0673684,,4765.51044071,4765.51044071,4765.51044071,6719,,7.46339417625,9.36106989708,5.34,7.21351198081,8.8449309019,38.222906956
2308,10025,97086,48391,1.98,1000001,49733,40.798452,-73.96756,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,87139.7785379,,4674.74203259,4674.74203259,4674.74203259,6022,,5.82904579605,9.83398277934,5.94,5.46873452395,6.4031910868,33.4749541861
2309,10026,30377,13632,2.44,466700,22491,40.802709,-73.954576,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,89647.6011439,,4929.49720463,4929.49720463,4929.49720463,6267,,4.74489202892,9.99790959895,7.32,3.89397194758,4.07041022689,30.0271838024
2310,10027,56168,25625,2.23,325000,23150,40.811452,-73.953343,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,55043.246305,,4758.86680181,4758.86680181,4758.86680181,6038,,4.69639311931,9.81779724052,6.69,3.84686179855,4.11446522038,29.1655173788
2311,10028,44987,28014,1.72,1000001,77565,40.777275,-73.953954,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,128566.97846,,4738.28440565,4738.28440565,4738.28440565,7392,,7.8784234788,9.04641924941,5.16,7.15280231173,8.79741774794,38.0350627879
2312,10029,75390,29068,2.65,264300,22232,40.791505,-73.945757,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,83545.2716967,,5146.90892343,5146.90892343,5146.90892343,6128,,4.59574756168,9.21263254554,7.95,3.94885278443,4.0583780145,29.7656109061
2313,10030,25847,12934,2.33,212500,17970,40.81703,-73.94247,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,85202.9615174,,4587.36053104,4587.36053104,4587.36053104,6006,,4.43131069495,9.68977432592,6.99,3.56126706717,3.67290330822,28.3452553963
2314,10031,60221,22778,2.83,431500,24285,40.825043,-73.948894,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,99219.5364669,,4985.88319693,4985.88319693,4985.88319693,6508,,4.86084237854,10.2809912331,8.49,4.1519422832,4.24644140578,32.0302173006
2315,10032,63842,21831,2.99,276900,26237,40.836823,-73.942672,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,95883.3335836,,4918.36167326,4918.36167326,4918.36167326,6733,,5.04720900332,10.2327978075,8.97,4.31996374991,4.42161025965,32.9915808204
2316,10033,58259,20012,2.98,160000,31348,40.849423,-73.936214,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,74761.3780147,,4974.67347202,4974.67347202,4974.67347202,7379,,5.65204939551,10.4994676681,8.94,4.64759976683,4.86394963265,34.6030664631
2317,10034,41756,15660,2.73,75200,29479,40.752543,-73.84827,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,49324.0912678,,4676.82433318,4676.82433318,4676.82433318,7518,,5.72747189327,10.0931398062,8.19,4.43843447188,4.68921496952,33.1382611409
2318,10035,32702,12054,2.62,229200,14896,40.802142,-73.937995,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,23090.327792,,4891.91605486,4891.91605486,4891.91605486,6098,,4.30265781236,8.84429061324,7.86,3.44641745306,3.41880008311,27.8721659618
2319,10036,18751,11618,1.62,1000001,41002,40.757938,-73.990396,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,34592.4306574,,3899.17734227,3899.17734227,3899.17734227,3271,,3.87623516441,7.51062688694,4.86,4.78037085781,5.62886321872,26.6560961279
2320,10037,16984,9033,1.91,450000,26561,40.813352,-73.938138,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,65684.0867692,,4500.15049089,4500.15049089,4500.15049089,6271,,5.05741308971,9.46359928872,5.73,3.95829516296,4.39410046029,28.6034080017
2321,10038,15574,6938,2.09,46800,31316,40.70774,-74.00327,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,54512.4887993,,4677.3059776,4677.3059776,4677.3059776,5839,,4.94566410021,7.71061503649,6.27,4.31672297054,4.81341677092,28.0564188782
2322,10039,21737,9827,2.44,61000,17370,40.825902,-73.938764,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,72869.350086,,4975.61807173,4975.61807173,4975.61807173,6152,,4.47886358114,9.76066938997,7.32,3.54782394053,3.62460955303,28.7319664647
2323,10040,46599,16676,2.82,275000,27905,40.857588,-73.930767,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,75950.1717065,,4687.93490616,4687.93490616,4687.93490616,7426,,5.58306513421,9.8509980365,8.46,4.3697023388,4.55766321721,32.8214287267
2324,10044,9520,3252,2.31,32900,49976,40.763268,-73.948036,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,34941.1652438,,4793.97763124,4793.97763124,4793.97763124,8458,,7.25339152907,,6.93,5.59868589333,6.44083524327,26.2229126657
2325,10069,1403,1379,1.73,765900,88091,40.77157,-73.98757,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,20695.6573047,,5578.62412826,5578.62412826,5578.62412826,8217,,8.82179219003,7.35634097008,5.19,7.81683942018,9.70684914123,38.8918217215
2326,10128,59856,34643,1.81,1000001,70031,40.781842,-73.951991,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,124498.727058,,4733.28120931,4733.28120931,4733.28120931,7390,,7.54406672468,8.87065821124,5.43,6.70558397701,8.15056777609,36.700876689
2327,10162,1726,943,1.85,137500,108416,40.768339,-73.960373,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,153873.584737,,5024.13920089,5024.13920089,5024.13920089,10317,,10.8830485136,8.95408640407,5.55,9.19838727735,11.4773292708,46.0628514658
2328,10165,7,3,2.33,0,2499,40.75229,-73.97893,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,1361.07330352,,3628.43758037,3628.43758037,3628.43758037,4283,,2.75538572893,12.20190876,6.99,2.55164170243,2.33134593107,26.8302821225
2329,10280,6614,4623,1.78,318600,108536,40.709135,-74.017156,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,52425.4914394,,4843.73928102,4843.73928102,4843.73928102,8625,,9.87350076835,6.36906643433,5.34,9.17033787005,11.4825231849,42.2354282576
2330,10282,1574,879,1.94,0,86066,40.713889,-74.010182,54,NY,New York,NEW YORK,NEW YORK,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,28287.9838971,,5026.93293176,5026.93293176,5026.93293176,8132,,8.63463323521,6.04897086853,5.82,7.75851242962,9.54197573676,37.8040922701
2331,10301,38805,15561,2.48,227200,45620,40.628781,-74.094599,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,10379.1707255,,6324.54143414,6324.54143414,6324.54143414,12783,,9.68050473774,10.4806381962,7.44,5.39450645292,6.07474101794,39.0703904048
2332,10302,16406,5842,2.93,165400,42452,40.63037,-74.137919,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,13928.4492354,,7255.33150874,7255.33150874,7255.33150874,14650,,10.6051963019,11.3435681254,8.79,5.32009552204,5.81925159013,41.8781115395
2333,10303,23530,7904,3.15,147600,42463,40.629706,-74.160912,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,5430.59318787,,7790.52957633,7790.52957633,7790.52957633,15022,,10.7612642982,10.3889871388,9.45,5.42087798259,5.83474028064,41.8558697002
2334,10304,38972,14056,2.84,195700,41041,40.607275,-74.094211,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,10559.8635227,,7285.80855913,7285.80855913,7285.80855913,13721,,9.98704329097,10.5778441802,8.52,5.21534788812,5.69505775188,39.9952931112
2335,10305,38450,15017,2.65,193600,48944,40.597936,-74.078761,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,9277.82339609,,7722.4363532,7722.4363532,7722.4363532,15772,,11.6176891405,10.2784132308,7.95,5.65762711426,6.36969006076,41.8734195462
2336,10306,55698,21548,2.66,221800,55413,40.569622,-74.118515,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,7003.63535678,,8544.71140398,8544.71140398,8544.71140398,17956,,13.2240287806,10.8688888993,7.98,6.07231648884,6.92955963695,45.0747938056
2337,10307,11669,4424,2.87,251200,64159,40.508929,-74.24048,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,7109.13178304,,9709.98727141,9709.98727141,9709.98727141,22440,,16.2697091119,11.6516921735,8.61,6.72589981796,7.69999403224,50.9572951356
2338,10308,26451,9720,2.79,223700,61868,40.551602,-74.150179,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,14115.5262784,,9462.5521426,9462.5521426,9462.5521426,21352,,15.5335884351,11.1613716442,8.37,6.54329544357,7.49652423502,49.1047797579
2339,10309,27207,9269,2.95,252900,65397,40.530212,-74.213272,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,3936.38243459,,10083.6033958,10083.6033958,10083.6033958,23072,,16.7037491754,11.4331909768,8.85,6.8124090642,7.80817698465,51.607526201
2340,10310,22852,8571,2.81,190600,46198,40.631876,-74.116512,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,12953.0550947,,7356.92532208,7356.92532208,7356.92532208,14870,,10.9194914458,11.6300323888,8.43,5.52448755426,6.13826326323,42.642274652
2341,10312,58867,20803,2.93,223700,67728,40.542425,-74.178745,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,7052.18077073,,10319.2073044,10319.2073044,10319.2073044,22456,,16.4193816994,11.4716904961,8.79,6.96183570388,8.00991697261,51.6528248721
2342,10314,84821,31278,2.75,204000,59560,40.605271,-74.149243,150,NY,New York,STATEN ISLAND,RICHMOND,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,6573.71044379,,8753.38200915,8753.38200915,8753.38200915,18445,,13.6646136456,10.9221263991,8.25,6.37747224881,7.29417898206,46.5083912756
2343,10451,40961,15553,2.71,187900,20307,40.820162,-73.921658,65,NY,New York,BRONX,BRONX,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,38804.1857478,,4996.41548623,4996.41548623,4996.41548623,6729,,4.87405411961,9.4429174031,8.13,3.84332335551,3.8943717578,30.184666636
2344,10452,72138,23726,3.1,132300,20606,40.838324,-73.921892,65,NY,New York,BRONX,BRONX,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,73837.2914249,,4855.17537553,4855.17537553,4855.17537553,7040,,4.97506231427,9.51917641652,9.3,4.00188388295,3.94049669023,31.736619304
2345,10453,76775,25755,3.14,177300,21109,40.852186,-73.912274,65,NY,New York,BRONX,BRONX,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,88335.4618987,,4964.68959029,4964.68959029,4964.68959029,7061,,5.00034691571,9.33594763608,9.42,4.04485081102,3.98558710182,31.7867324646
2346,10454,34976,12679,2.97,150600,14271,40.807072,-73.9166,65,NY,New York,BRONX,BRONX,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,33565.6067692,,5070.33094692,5070.33094692,5070.33094692,6395,,4.3517023839,9.06910264896,8.91,3.55289417869,3.38599434549,29.269693557
2347,10455,37465,12863,3.01,163600,19389,40.816025,-73.907456,65,NY,New York,BRONX,BRONX,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,50725.4421975,,5086.45534056,5086.45534056,5086.45534056,7017,,4.94051648282,9.53556793286,9.03,3.8845531141,3.82945871137,31.2200962412
2348,10456,76656,26871,2.98,119200,16664,40.829769,-73.908961,65,NY,New York,BRONX,BRONX,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,71145.1005142,,5093.42999444,5093.42999444,5093.42999444,6852,,4.72527042632,9.52138808124,8.94,3.71344365179,3.5941385532,30.4942407126
2349,10457,69048,23374,3.04,159000,19233,40.846871,-73.899351,65,NY,New York,BRONX,BRONX,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,57463.1430462,,4831.22611244,4831.22611244,4831.22611244,7037,,4.93856592558,9.65598391178,9.12,3.88527544519,3.81751495219,31.4173402347
2350,10458,77840,26766,2.94,157600,22072,40.862226,-73.889463,65,NY,New York,BRONX,BRONX,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,63363.5770139,,4790.90693858,4790.90693858,4790.90693858,7272,,5.21957387352,9.66275860995,8.82,4.03867344516,4.05906724644,31.8000731751
2351,10459,39080,13737,3.08,148900,17498,40.825315,-73.894616,65,NY,New York,BRONX,BRONX,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,46733.162967,,5268.28497288,5268.28497288,5268.28497288,7256,,4.98673296313,9.37747647002,9.24,3.79549998369,3.67047170544,31.0701811223
2352,10460,53707,19163,2.95,185500,19517,40.840267,-73.879461,65,NY,New York,BRONX,BRONX,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,33201.4720492,,4965.79612928,4965.79612928,4965.79612928,7780,,5.43319207254,9.5775126886,8.85,3.86773910906,3.83690249903,31.5653463692
2353,10461,49808,21194,2.33,198100,40024,40.844934,-73.841571,65,NY,New York,BRONX,BRONX,Metro,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York-Northern New Jersey-Long Island,"New York, NY PMSA",Northeast,Middle Atlantic,21566.1993297,,5350.01882934,5350.01882934,5350.01882934,11178,,8.51033997763,10.3946628702,6.99,4.97501872383,5.58160073182,36.4516223035
