,ZipCode,Population,HouseholdsPerZipCode,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold,Latitude,Longitude,Elevation,State,StateFullName,City,CountyName,CBSAType,CBSAName,MSAName,PMSA_Name,Region,Division,popden,Unnamed: 20,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled,Unnamed: 25,Transport (tCO2e/yr),Housing (tCO2e/yr),Food (tCO2e/yr),Goods (tCO2e/yr),Services (tCO2e/yr),Total (tCO2e/yr)
3604,14138,2144,860,2.78,52600,32054,42.39853,-79.100088,1566,NY,New York,SOUTH DAYTON,CATTARAUGUS,Micro,"Olean, NY",,,Northeast,Middle Atlantic,39.1742527954,,7797.16917947,7797.16917947,7797.16917947,22916,,15.2901759087,9.96089162457,8.34,4.62137345935,4.91466814903,43.1271091417
3605,14139,2031,841,2.56,101800,49886,42.717851,-78.537275,583,NY,New York,SOUTH WALES,ERIE,Metro,"Buffalo-Niagara Falls, NY","Buffalo-Niagara Falls, NY MSA",,Northeast,Middle Atlantic,87.7720371341,,9084.15585556,9084.15585556,9084.15585556,26321,,18.1837094858,10.8827518871,7.68,5.66440032182,6.44342939637,48.8542910911
3606,14141,7858,3209,2.54,87700,39486,42.523662,-78.701429,583,NY,New York,SPRINGVILLE,ERIE,Metro,"Buffalo-Niagara Falls, NY","Buffalo-Niagara Falls, NY MSA",,Northeast,Middle Atlantic,104.866321796,,7904.91544462,7904.91544462,7904.91544462,22721,,15.5303700432,9.67075367217,7.62,5.01916289854,5.54646036857,43.3867469825
3607,14143,1347,536,2.65,85300,51042,42.979582,-78.079307,895,NY,New York,STAFFORD,GENESEE,Micro,"Batavia, NY","Rochester, NY MSA",,Northeast,Middle Atlantic,77.2934330134,,8642.09219816,8642.09219816,8642.09219816,28954,,19.8080331423,11.8921953896,7.95,5.79569169023,6.55178387167,51.9977040938
3608,14145,1732,606,2.92,92300,45125,42.73854,-78.42456,1322,NY,New York,STRYKERSVILLE,WYOMING,,,,,Northeast,Middle Atlantic,60.4566452377,,10165.0110224,10165.0110224,10165.0110224,29265,,19.6925521263,11.231845651,8.76,5.50574252074,6.0526671636,51.2428074616
3609,14150,44535,19624,2.36,82800,40064,43.002029,-78.859856,583,NY,New York,TONAWANDA,ERIE,Metro,"Buffalo-Niagara Falls, NY","Buffalo-Niagara Falls, NY MSA",,Northeast,Middle Atlantic,2941.49000884,,8055.18104333,8055.18104333,8055.18104333,18183,,12.8124283595,10.5027559015,7.08,4.98830545706,5.58662009475,40.9701098129
3610,14167,1646,711,2.7,81700,43009,42.736619,-78.315479,1322,NY,New York,VARYSBURG,WYOMING,,,,,Northeast,Middle Atlantic,48.6533356724,,8612.27866872,8612.27866872,8612.27866872,24975,,16.9735714856,10.0968327138,8.1,5.36294988126,5.86849634786,46.4018504286
3611,14170,2633,1034,2.63,106500,50741,42.703818,-78.671874,583,NY,New York,WEST FALLS,ERIE,Metro,"Buffalo-Niagara Falls, NY","Buffalo-Niagara Falls, NY MSA",,Northeast,Middle Atlantic,174.524523413,,10783.1944436,10783.1944436,10783.1944436,28564,,19.5640909425,11.8145821746,7.89,5.76567378886,6.52417586144,51.5585227674
3612,14171,2180,1017,2.6,75100,42727,42.417549,-78.637583,1566,NY,New York,WEST VALLEY,CATTARAUGUS,Micro,"Olean, NY",,,Northeast,Middle Atlantic,42.2975616387,,8049.66509026,8049.66509026,8049.66509026,24461,,16.7168456737,9.24679532798,7.8,5.24836940148,5.83007271173,44.8420831149
3613,14172,3230,1417,2.56,86200,45881,43.2779,-78.8093,492,NY,New York,WILSON,NIAGARA,Metro,"Buffalo-Niagara Falls, NY","Buffalo-Niagara Falls, NY MSA",,Northeast,Middle Atlantic,133.076634137,,8532.24772494,8532.24772494,8532.24772494,23920,,16.5438215129,10.6211822512,7.68,5.40766343123,6.09681049815,46.3494776934
3614,14174,5742,2408,2.58,103700,50756,43.247266,-79.024094,492,NY,New York,YOUNGSTOWN,NIAGARA,Metro,"Buffalo-Niagara Falls, NY","Buffalo-Niagara Falls, NY MSA",,Northeast,Middle Atlantic,232.47951836,,8695.38619375,8695.38619375,8695.38619375,24465,,17.0563967175,11.192770319,7.74,5.74876440104,6.5228782241,48.2608096617
